SEASON YEAR,WEEK,NUMBER OF MOSQUITOES,WNV POS,WNV NEG,MIR,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation
2017,23,550,0,550,0,20.15639752,10.28115942,60.76397516,0.001242236,0.00447205,24.53146998,1.118012422,156.9192547,3.020910973,4.777225673,991.3240166,188.126294
2017,24,533,1,532,1.876172608,24.1800823,13.3654321,67.00823045,0.086419753,0.262510288,34.91481481,4.814814815,194.3703704,2.477572016,4.030246914,987.7934156,146.9238683
2017,25,251,1,250,3.984063745,21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,26,405,1,404,2.469135802,21.69703476,11.50306748,62.28220859,0.133742331,0.156687117,68.89120654,5.644171779,217.2372188,2.27402863,3.776482618,992.0239264,152.2413088
2017,27,434,0,434,0,22.64641822,12.68405797,70.13457557,0.134161491,0.042463768,76.16438923,4.347826087,129.4244306,2.013457557,3.054451346,994.2356108,167.7598344
2017,28,1424,13,1411,9.129213483,22.875,13.74632653,78.26734694,0.209387755,0.424367347,112.5408163,5.87755102,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673
2017,29,1350,18,1332,13.33333333,23.38186147,13.82164502,80.12337662,0.390909091,0.691406926,148.2597403,6.753246753,142.7186147,1.753246753,2.776190476,992.647619,143.5930736
2017,30,695,13,682,18.70503597,22.4925102,12.99816327,73.84489796,0.007346939,0.006510204,194.3336735,3.795918367,109.1734694,3.303061224,4.88755102,995.9189796,162.5142857
2017,31,1603,36,1567,22.45789145,22.12469828,12.29137931,69.8362069,0.10862069,0.137974138,206.2243534,3.879310345,185.7478448,1.923275862,3.107327586,994.2510776,121.8793103
2017,32,1052,20,1032,19.01140684,21.72704403,11.69790356,65.79454927,0,0.003144654,214.242348,1.383647799,167.7127883,2.08951782,3.140461216,996.1501048,143.7463312
2017,33,1703,34,1669,19.96476806,23.62606061,13.44047619,72.32034632,0.05974026,0.034632035,218.3995671,2.987012987,171.034632,2.01017316,3.215584416,990.3900433,135.4025974
2017,34,1098,23,1075,20.94717668,21.17726293,11.29482759,62.57112069,0.029741379,0.083189655,234.6853448,3.879310345,171.2155172,2.297198276,3.76875,996.8170259,127.5926724
2017,35,759,7,752,9.222661397,19.92675732,11.13075314,69.79707113,0.138075314,0.068410042,244.5546025,2.510460251,120.8389121,2.351882845,3.733263598,995.8253138,128.6987448
2017,36,591,5,586,8.460236887,17.63230277,9.076972281,61.49253731,0.007675906,0.004690832,248.7002132,1.918976546,203.0597015,2.573987207,4.045415778,996.5307036,103.565032
2017,37,570,1,569,1.754385965,20.835962,11.96199525,73.32541568,0.004275534,0.003562945,251.0422803,0.997624703,131.304038,2.118527316,3.110688836,993.8230404,111.8646081
2017,38,379,2,377,5.277044855,24.22874449,13.83127753,72.56387665,0.023788546,0.042951542,256.4960352,2.775330396,126.5022026,1.862334802,2.814977974,994.1744493,110.0837004
2017,39,839,2,837,2.383790226,19.98138716,9.974741201,57.01449275,0,0,258.2337474,0.248447205,161.5238095,2.764803313,4.226086957,998.3484472,108.0351967
2018,23,1127,2,1125,1.774622893,15.79270661,9.243181818,77.96280992,0.130165289,0.296756198,54.64173554,6.570247934,127.7809917,2.491735537,3.744834711,993.1072314,118.927686
2018,24,1350,1,1349,0.740740741,21.79063158,12.44231579,73.33263158,0.089684211,0.139242105,83.43663158,1.768421053,134.6947368,1.819789474,2.858105263,992.7128421,129.7452632
2018,25,1362,3,1359,2.202643172,19.20481328,11.98485477,84.4813278,0.456846473,0.697987552,134.6614108,7.468879668,135.4315353,2.645228216,3.964937759,989.5064315,112.4792531
2018,26,2138,8,2130,3.74181478,24.00531959,14.54185567,78.13195876,0.096494845,0.139154639,186.2614433,2.969072165,162.2391753,2.190927835,3.68742268,991.7319588,149.4412371
2018,27,752,3,749,3.989361702,22.81050549,13.07164835,76.54065934,0.044835165,0.192813187,208.643956,4.351648352,134.3098901,1.808571429,2.791428571,1001.352747,177.2
2018,28,1341,13,1328,9.694258016,25.02763959,12.36218274,69.32233503,0.015228426,0.032106599,233.9611675,2.284263959,158.9517766,1.934517766,2.991370558,997.363198,145.9111675
2018,29,1250,17,1233,13.6,22.76546032,10.1231746,73.77777778,0.459047619,0.210730159,257.8298413,2.476190476,174.1015873,3.066666667,4.598095238,990.4177778,110.647619
2018,30,1270,31,1239,24.40944882,22.22684049,9.482515337,67.3404908,0,0.010705521,277.2907975,0,197.8773006,1.943251534,2.854601227,993.9726994,123.0490798
2018,31,1405,27,1378,19.21708185,24.75034268,10.44890966,67.79127726,0.042990654,0.025794393,276.5218069,0.560747664,173.4205607,2.32834891,3.505607477,994.3454829,115.7819315
2018,32,1549,31,1518,20.01291156,23.89753165,11.02689873,78.26265823,0.028481013,0.249335443,78.59841772,1.139240506,144.4620253,1.794303797,2.688924051,993.2050633,100.5063291
2018,33,1518,43,1475,28.32674572,24.47886503,11.04693252,76.53067485,0.217177914,0.049815951,6.808588957,0.736196319,138.5245399,1.818711656,2.688957055,993.1871166,98.83128834
2018,34,460,18,442,39.13043478,22.88714724,9.92607362,70.94171779,0.049693252,0.226165644,27.97607362,3.128834356,201.8190184,2.71595092,4.160736196,992.8285276,71.84969325
2018,35,468,7,461,14.95726496,24.29340694,10.94511041,74.22082019,0.176025237,0.553659306,59.84605678,2.839116719,174.0599369,3.045425868,4.738170347,994.3917981,83.68138801
2018,36,539,3,536,5.565862709,22.04325949,9.805063291,74.73417722,0.442405063,0.444367089,104.5344937,4.17721519,116.4113924,4.414240506,5.994303797,999.0174051,62.72468354
2018,37,333,1,332,3.003003003,20.43959459,9.528716216,80.59121622,0,0.000439189,121.4695946,0.202702703,106.4797297,1.863851351,2.68277027,997.8935811,109.9121622
2018,38,739,4,735,5.412719892,21.12498433,9.35830721,72.93730408,0.001880878,0.044388715,120.7482759,0.188087774,141.8056426,2.880877743,4.232288401,994.4777429,84.48902821
2018,39,379,0,379,0,16.25052288,6.851960784,69.12091503,0.062745098,0.119281046,129.2705882,1.37254902,203.3366013,2.321568627,3.560457516,996.4434641,58.25816993
2019,23,1267,0,1267,0,16.51361277,9.660279441,76.69660679,0.111377246,0.230339321,25.8998004,2.395209581,121.497006,2.329341317,3.50998004,992.2441118,117.1157685
2019,24,2565,0,2565,0,17.58516966,9.214171657,65.32734531,0.098203593,0.170938124,41.39680639,6.107784431,189.9381238,2.791017964,4.49740519,991.8894212,116.9141717
2019,25,1555,0,1555,0,15.72872763,9.7055666,82.69383698,0.171769384,0.212186879,65.09463221,4.532803181,123.4095427,2.245328032,3.462027833,990.8252485,107.4095427
2019,26,1515,0,1515,0,22.90329365,13.19166667,71.98412698,0.09047619,0.167281746,86.42996032,1.666666667,175.3412698,1.850198413,3.087103175,993.6896825,148.5178571
2019,27,625,1,624,1.6,24.23008,14.3586,76.474,0.0984,0.19788,116.0472,1.68,156.262,2.3252,3.6342,993.037,147.346
2019,28,1385,0,1385,0,23.86285429,13.30818363,68.02794411,0,0.00237525,124.1493014,0.119760479,140.2774451,2.008982036,3.15249501,993.9696607,170.9840319
2019,29,805,1,804,1.242236025,27.0689819,15.78891403,73.42760181,0.180542986,0.327828054,140.0280543,3.257918552,186.9864253,2.306334842,3.780090498,990.8918552,125.2579186
2019,30,878,0,878,0,23.87664683,12.49702381,59.76388889,0,0.000634921,170.7333333,0.357142857,181.1924603,2.489087302,3.973412698,997.7982143,160.0416667
2019,31,979,5,974,5.107252298,22.69297619,12.99246032,71.48214286,0.054761905,0.130714286,185.5740079,1.30952381,113.2539683,2.119642857,3.173611111,996.4902778,158.390873
2019,32,1273,8,1265,6.284367636,24.55984127,13.20595238,62.79365079,0.03452381,0.055853175,188.9579365,1.071428571,184.3333333,1.806349206,2.904761905,991.1680556,139.109127
2019,33,2061,20,2041,9.704027171,23.7028,14.0336,76.138,0.12,0.26584,198.2432,3.12,144.778,2.1054,3.2516,990.8472,103.41
2019,34,2312,31,2281,13.4083045,22.81664683,12.92777778,69.79365079,0.013095238,0.095595238,225.2051587,1.071428571,127.0138889,2.419246032,3.67718254,996.3253968,129.6230159
2019,35,1586,32,1554,20.17654477,21.41694611,11.70219561,66.44111776,0.102994012,0.213013972,237.688024,2.994011976,180.9341317,2.392015968,4.005389222,993.6500998,108.6287425
2019,36,859,15,844,17.46216531,20.10184739,11.46807229,71.91967871,0.026506024,0.053052209,259.2301205,1.445783133,167.6465863,2.119477912,3.369277108,995.5253012,92.41967871
2019,37,2555,28,2527,10.95890411,22.48402116,18.84391534,79.52380952,0.6,0.468306878,516.394709,4.444444444,185.2380952,2.561375661,4.431216931,997.4253968,136.2222222
2019,38,1329,5,1324,3.762227239,21.76424242,19.96666667,85.77575758,0.872727273,0.532121212,646.949697,5.090909091,142.7212121,2.183030303,3.950909091,996.6642424,134.169697
2019,39,1172,5,1167,4.266211604,18.91987952,15.81566265,74.9939759,1.109638554,1.109638554,779.3246988,9.759036145,214.1024096,3.027710843,5.643373494,992.0819277,113.5421687
2020,24,848,0,848,0,19.57190332,15.5897281,68.4592145,0.045317221,0.156193353,146.7513595,3.081570997,125.6283988,3.096978852,5.305740181,995.0528701,244.8610272
2020,25,875,0,875,0,21.31450151,17.52326284,70.38670695,0.045317221,0.128096677,160.194864,1.450151057,117.0030211,1.43141994,2.601208459,997.8725076,267.4833837
2020,26,686,0,686,0,22.34114114,19.06126126,74.58558559,0.418018018,0.451051051,222.9021021,3.783783784,188.1561562,1.605705706,3.090990991,989.3273273,195.966967
2020,27,903,0,903,0,24.39425982,21.7939577,80.33836858,0.016314199,0.037462236,259.5314199,1.450151057,92.55891239,1.422054381,2.385196375,993.8734139,250.0543807
2020,28,1507,1,1506,0.663570007,26.97554348,22.77173913,70.92934783,0.306521739,0.228804348,269.8673913,1.956521739,168.0652174,1.407608696,2.533152174,992.6380435,207.7663043
2020,29,1781,2,1779,1.122964627,25.55382166,21.57324841,71.62738854,0.412738854,0.341082803,318.0665605,6.496815287,168.8694268,2.337261146,4.290764331,994.1442675,201.9872611
2020,30,1276,2,1274,1.567398119,24.39210526,21.0518797,75.37218045,0.031578947,0.038721805,357.781203,2.932330827,155.9849624,1.943233083,3.304511278,995.5263158,216.5413534
2020,31,2476,13,2463,5.250403877,24.33731343,20.53641791,72.21492537,0.333134328,0.280895522,366.8265672,5.731343284,150.5910448,2.724477612,4.525373134,991.6223881,166.2507463
2020,32,1096,6,1090,5.474452555,22.46283988,18.23806647,67.51963746,0.034441088,0.027190332,408.0969789,0.181268882,157.897281,2.568277946,4.402416918,997.2876133,206.3564955
2020,33,2270,18,2252,7.929515419,23.83863248,19.53418803,75.27350427,0.051282051,0.14045584,406.5669516,1.196581197,123.0769231,3.941025641,2.75042735,994.2333333,235.3760684
2020,34,2007,21,1986,10.46337818,24.1496988,18.64036145,59.84036145,0.010843373,0.052710843,434.0012048,0.903614458,160.4939759,1.904518072,3.23253012,994.4906627,216.5963855
2020,35,2571,21,2550,8.168028005,27.0739521,21.88592814,65.06886228,0.001796407,0.050598802,446.4808383,0.538922156,188.8353293,2.291017964,4.132634731,991.1080838,202.1227545
2020,36,1366,13,1353,9.516837482,23.14320242,17.82990937,61.79456193,0.193957704,0.200906344,462.4129909,4.16918429,208.3021148,2.422960725,4.629909366,992.4305136,163.1691843
2020,37,202,0,202,0,18.91515152,17.10666667,84.2,0.458181818,0.450909091,538.8460606,9.272727273,105.5454545,3.728484848,5.870606061,997.8372727,89.04545455
2020,38,476,5,471,10.50420168,18.26445783,14.07861446,63.74698795,0,0,559.2135542,0,130.7831325,2.805120482,4.689156627,1002.906627,178.25
2020,39,361,0,361,0,20.83895928,12.0979638,61.69004525,0,0.001493213,423.3825792,0.407239819,206,2.202941176,3.783936652,992.9723982,148.7511312
2020,40,139,0,139,0,11.69103586,5.984860558,66.75697211,0.059760956,0.122848606,247.1772908,4.900398406,232.4741036,2.208565737,3.610557769,993.1338645,116.0896414
2021,22,39,0,39,0,19.81306163,10.61033797,53.68986083,0,0.000596421,6.393638171,0.238568588,118.2524851,2.429423459,2.478926441,995.0073559,255.9860835
2021,23,1740,0,1740,0,20.88473684,13.98663968,82.01417004,0.081376518,0.035020243,7.715182186,1.214574899,60.93927126,1.996558704,1.524089069,992.7362348,248.3785425
2021,24,1528,0,1528,0,21.992249,11.99738956,65.63654618,0.160240964,0.076305221,11.54678715,1.56626506,80.57429719,2.677710843,2.696385542,991.3236948,261.2911647
2021,25,226,0,226,0,21.76359596,12.34121212,70.95151515,0.44,0.41979798,37.63474747,6.545454545,132.4707071,2.697979798,3.176969697,990.8115152,152.410101
2021,26,443,0,443,0,22.25926295,13.15498008,76.43227092,0.237848606,0.205179283,109.5278884,2.988047809,94.91832669,2.5812749,2.522111554,996.2458167,217.247012
2021,27,2431,4,2427,1.64541341,22.77086172,13.19719439,74.43086172,0.09739479,0.089178357,117.3773547,4.088176353,95.76352705,3.137274549,3.387775551,993.3745491,173.9318637
2021,28,3520,4,3516,1.136363636,22.03224,13.664,83.762,0.1512,0.0432,135.8852,2.16,68.208,2.8908,2.93,996.0892,155.1
2021,29,2867,8,2859,2.790373212,24.24722672,14.16538462,74.28947368,0.05465587,0.069635628,140.1447368,0.971659919,90.84615385,2.393522267,2.226923077,996.6647773,210.3117409
2021,30,1983,12,1971,6.051437216,24.51987903,13.44758065,65.73991935,0.035080645,0.047016129,152.8372984,1.209677419,93.22177419,2.874395161,2.934879032,995.0506048,226.9959677
2021,31,2739,22,2717,8.032128514,24.12475949,12.65443038,59.67848101,0.092658228,0.045037975,157.6055696,1.670886076,105.0050633,2.297721519,2.169620253,996.3789873,228.4860759
2021,32,3045,43,3002,14.12151067,25.73688482,14.98219895,72.46335079,0.307853403,0.275602094,179.3031414,1.884816754,125.5104712,2.688743455,3.054973822,991.9848168,138.4816754
2021,33,2655,42,2613,15.81920904,24.44672489,14.95545852,80.98471616,0.02489083,0.014585153,186.440393,0.131004367,67.10480349,2.173144105,1.795633188,994.6048035,213.3362445
2021,34,1241,24,1217,19.33924255,26.92967936,15.70180361,73.52304609,0.141883768,0.385751503,213.1735471,2.044088176,125.5931864,2.348496994,2.407815631,995.3408818,208.6793587
2021,35,802,8,794,9.975062344,22.72210421,12.15170341,63.0761523,0.003607214,0.010701403,227.853507,0.841683367,101.9458918,2.701603206,2.805210421,993.1374749,179.6272545
2021,36,183,1,182,5.464480874,22.58104418,11.87811245,61.06425703,0.077108434,0.027590361,231.6162651,0.481927711,137.6947791,2.585542169,2.741767068,991.476506,190.0522088
2021,37,1637,12,1625,7.33048259,22.97909836,12.80860656,68.73155738,0.002459016,0.090368852,231.6526639,0.368852459,96.55327869,2.541393443,2.490163934,995.3930328,175.1721311
2021,38,1133,4,1129,3.530450132,19.04022727,9.610330579,59.82644628,0.027272727,0.092169421,239.1150826,3.47107438,136.4752066,3.348760331,4.160123967,993.1766529,119.1756198
2021,39,800,4,796,5,20.51712851,11.75783133,73.90963855,0.231325301,0.106305221,247.1702811,1.445783133,91.97590361,2.434738956,2.27811245,994.1078313,135.5481928
2022,23,395,0,395,0,17.51226721,9.966396761,74.84008097,0.145748988,0.232813765,39.75809717,2.793522267,94.64979757,2.568825911,2.493522267,989.7257085,170.9129555
2022,24,2289,1,2288,0.436871997,24.22675403,12.63629032,60.96774194,0.050806452,0.137721774,54.99415323,0.362903226,87.97580645,2.713104839,2.849798387,993.8483871,282.3891129
2022,25,367,0,367,0,25.41443114,12.75329341,54.25948104,0.093413174,0.081337325,59.37824351,1.317365269,116.1516966,2.408582834,2.549500998,995.4071856,253.9500998
2022,26,378,1,377,2.645502646,23.23135458,11.76992032,56.37250996,0.016733068,0.008326693,68.33466135,0.358565737,106.6314741,2.36374502,2.300199203,997.5523904,258.5557769
2022,27,105,1,104,9.523809524,22.90793173,13.83835341,79.74698795,0.14939759,0.334558233,96.53012048,2.048192771,65.43574297,2.886947791,2.888955823,994.9722892,200.1686747
2022,28,463,2,461,4.319654428,22.36788845,13.27609562,77.19123506,0.162549801,0.278466135,113.3336653,3.107569721,88.29880478,2.87749004,2.922908367,993.1513944,161
2022,29,545,2,543,3.669724771,26.73457086,14.42714571,62.66866267,0.19760479,0.302075848,149.6205589,1.556886228,142.9221557,2.644111776,3.040918164,988.9189621,242.4391218
2022,30,403,1,402,2.481389578,23.14482897,12.50382294,64.57344064,0.006036217,0.05804829,178.9162978,0.362173038,115.4004024,2.249899396,2.069617706,994.6255533,219.028169
2022,31,1387,14,1373,10.09372747,25.63173737,15.11494949,75.60808081,0.019393939,0.120747475,184.4674747,1.333333333,111.6181818,2.418181818,2.452121212,993.1983838,183.640404
2022,32,757,17,740,22.45706737,21.70964072,12.49600798,72.45309381,0.040718563,0.068662675,206.206986,1.077844311,85.56886228,2.677844311,2.648103792,996.90499,174.7864271
2022,33,820,9,811,10.97560976,22.05981081,10.6727027,75.34324324,0.124864865,0.136783784,129.8405405,1.783783784,49.50810811,2.670810811,1.893513514,995.2624324,196.0459459
2022,34,741,8,733,10.79622132,22.85173134,9.779701493,70.47164179,0.016119403,0.050776119,108.0546269,0.537313433,67.64179104,2.425373134,1.359701493,994.6602985,208.8447761
2022,35,956,14,942,14.64435146,24.38528529,9.927927928,63.46546547,0.014414414,0.044774775,113.8381381,1.261261261,96.65465465,2.433633634,1.702702703,994.4468468,178.5315315
2022,36,987,9,978,9.118541033,21.71820896,9.488059701,73.94925373,0.107462687,0.32758209,24.57343284,1.432835821,53.08358209,2.593731343,1.527462687,995.1773134,159.2179104
2022,37,361,1,360,2.770083102,21.4746988,8.909939759,67.90361446,0,9.04E-05,17.34909639,0,89.53313253,2.35060241,1.409337349,994.5731928,157.560241
2022,38,273,0,273,0,18.96138554,7.728915663,65.92168675,0.005421687,0.149277108,21.77650602,1.445783133,81.55722892,2.658433735,1.877108434,993.2006024,142.8674699
2022,39,39,0,39,0,13.88565868,5.539520958,66.25748503,0.005389222,0.027694611,25.34760479,0.538922156,72.01796407,3.047005988,2.130538922,1002.142216,151.6586826
2022,40,127,0,127,0,14.40516418,5.077014925,55.93432836,0.032238806,0.091253731,17.91940299,1.970149254,83.3641791,2.651343284,1.848358209,1001.349552,133.2537313
